intern_id,task_completion_time_hrs,feedback_rating,attendance_percent,performance_score,performance_category
INT_01853,6.4,8.0,,,Average
INT_01854,12.8,8.3,82.6,53.0,Average
INT_01855,13.0,6.0,86.8,34.5,Struggle
INT_01856,8.0,6.2,90.1,58.4,Average
INT_01857,14.2,5.7,80.1,32.4,Struggle
INT_01858,9.2,6.2,84.7,50.3,Average
INT_01859,10.9,3.2,88.9,17.1,Struggle
INT_01860,10.8,8.3,88.4,62.3,Average
INT_01861,9.6,10.0,98.2,89.9,Excel
INT_01862,12.4,7.7,100.0,70.7,Average
INT_01863,12.4,5.4,81.2,,
INT_01864,4.8,6.5,88.9,57.0,Average
INT_01865,,6.8,93.4,56.8,Average
INT_01866,5.0,6.0,100.0,70.2,Average
INT_01867,13.1,,93.7,64.8,Average
INT_01868,13.4,8.7,90.3,51.2,Average
INT_01869,6.7,5.8,93.3,62.8,Average
INT_01870,8.8,8.6,93.4,69.6,Average
INT_01871,6.7,9.8,80.6,80.4,Excel
INT_01872,9.4,10.0,89.5,79.7,Excel
INT_01873,9.1,10.0,99.7,94.1,Excel
INT_01874,12.3,6.1,86.3,43.8,Struggle
INT_01875,13.9,10.0,89.0,69.4,Average
INT_01876,14.2,7.0,,55.0,Average
INT_01877,,,69.5,43.1,Struggle
INT_01878,9.4,8.0,88.2,69.1,Average
INT_01879,4.9,6.6,90.4,64.5,Average
INT_01880,7.6,8.1,83.9,61.1,Average
INT_01881,12.9,5.5,78.8,34.8,Struggle
INT_01882,14.8,7.1,81.0,47.1,Average
INT_01883,6.3,9.4,,91.8,Excel
INT_01884,8.2,7.4,100.0,77.8,
INT_01885,9.9,7.7,99.1,65.9,Average
INT_01886,10.8,8.2,77.2,51.5,Average
INT_01887,7.6,9.3,94.8,79.1,Excel
INT_01888,,5.0,82.7,30.3,Struggle
INT_01889,8.6,8.4,83.3,65.0,
INT_01890,10.0,7.1,84.3,53.1,Average
INT_01891,11.6,7.7,93.6,65.3,Average
INT_01892,10.0,9.1,95.7,62.8,Average
INT_01893,8.7,,87.2,45.5,
INT_01894,9.7,6.0,87.4,45.5,Average
INT_01895,9.7,4.6,91.7,48.8,Average
INT_01896,8.9,6.7,92.5,52.7,Average
INT_01897,9.2,9.5,,81.8,Excel
INT_01898,14.8,7.3,77.7,42.0,Struggle
INT_01899,11.7,5.5,88.2,48.1,Average
INT_01900,9.1,6.8,79.5,55.1,Average
INT_01901,12.1,5.3,87.6,40.3,Struggle
INT_01902,9.0,,86.2,46.0,Average
INT_01903,13.5,8.1,87.6,45.9,Average
INT_01904,11.1,,81.6,43.0,Struggle
INT_01905,9.7,9.2,,68.4,Average
INT_01906,11.3,7.4,71.2,38.1,Struggle
INT_01907,5.3,7.6,87.0,63.0,Average
INT_01908,,7.1,84.6,63.4,Average
INT_01909,6.4,8.7,,74.2,Average
INT_01910,10.4,8.7,98.6,,Average
INT_01911,15.2,8.0,81.1,45.4,Average
INT_01912,,8.3,99.3,47.7,Average
INT_01913,11.9,7.2,100.0,67.9,Average
INT_01914,11.5,8.3,72.4,46.3,Average
INT_01915,4.6,7.0,88.7,70.9,Average
INT_01916,8.4,7.5,84.8,61.2,Average
INT_01917,7.6,7.1,64.7,56.0,Average
INT_01918,8.1,6.8,76.4,48.0,Average
INT_01919,,6.5,94.2,57.4,Average
INT_01920,8.6,8.2,100.0,64.8,Average
INT_01921,4.1,9.5,95.2,79.1,Excel
INT_01922,12.2,9.3,90.6,72.0,Average
INT_01923,6.8,5.6,,43.3,
INT_01924,10.7,9.4,100.0,77.1,Excel
INT_01925,16.2,7.0,100.0,55.7,Average
INT_01926,7.2,8.4,83.3,73.3,Average
INT_01927,2.4,6.1,72.0,53.5,Average
INT_01928,,7.7,71.2,44.8,Struggle
INT_01929,13.3,8.0,98.6,64.8,Average
INT_01930,15.9,5.3,87.6,39.2,Struggle
INT_01931,6.3,8.4,89.5,70.9,
INT_01932,11.5,9.5,73.7,58.2,Average
INT_01933,8.6,,82.0,54.6,Average
INT_01934,9.7,9.5,85.6,76.5,Excel
INT_01935,17.9,7.2,89.7,49.0,Average
INT_01936,5.5,8.8,84.8,,Average
INT_01937,10.8,4.2,79.7,22.0,Struggle
INT_01938,11.4,10.0,81.7,,Excel
INT_01939,13.3,9.7,97.7,73.0,Average
INT_01940,10.3,7.1,90.0,58.7,Average
INT_01941,,4.5,92.9,36.1,Struggle
INT_01942,8.8,7.9,80.8,63.9,Average
INT_01943,10.8,5.3,64.4,35.2,Struggle
INT_01944,9.0,8.2,83.8,65.9,Average
INT_01945,11.9,8.1,81.1,66.0,Average
INT_01946,8.9,6.1,,52.0,Average
INT_01947,11.1,9.2,100.0,74.3,Average
INT_01948,9.9,8.7,93.6,72.7,Average
INT_01949,13.4,9.0,100.0,72.1,Average
INT_01950,9.8,7.5,92.6,64.0,Average
INT_01951,4.7,5.4,83.0,,Average
INT_01952,,9.0,90.8,65.3,Average
INT_01953,7.3,7.1,100.0,67.2,Average
INT_01954,,5.4,100.0,52.8,Average
INT_01955,8.2,9.5,83.4,75.2,Excel
INT_01956,14.1,10.0,90.0,64.3,
INT_01957,,7.4,76.6,60.0,Average
INT_01958,19.4,10.0,94.6,46.6,Average
INT_01959,13.2,7.6,100.0,,Average
INT_01960,10.7,6.9,88.3,57.6,Average
INT_01961,9.8,6.6,,49.9,Average
INT_01962,10.9,10.0,,72.9,Average
INT_01963,11.6,6.3,91.3,34.2,Struggle
INT_01964,11.9,8.6,88.6,59.7,Average
INT_01965,11.7,6.7,89.4,,Average
INT_01966,10.3,6.8,86.6,58.8,Average
INT_01967,9.4,9.0,96.0,79.7,Excel
INT_01968,9.5,6.9,93.9,60.9,Average
INT_01969,9.4,6.9,80.1,59.6,Average
INT_01970,13.4,9.2,79.9,58.1,Average
INT_01971,11.8,9.9,86.0,77.6,Excel
INT_01972,2.0,8.5,93.9,84.3,Excel
INT_01973,12.0,6.5,89.2,44.6,Struggle
INT_01974,10.6,6.7,82.9,44.7,Struggle
INT_01975,9.9,7.6,90.1,55.9,Average
INT_01976,8.8,,85.4,67.7,Average
INT_01977,13.4,6.0,95.0,42.2,Struggle
INT_01978,12.8,,90.7,57.1,Average
INT_01979,7.7,7.6,85.5,68.0,Average
INT_01980,11.2,4.9,89.9,42.1,Struggle
INT_01981,7.1,6.1,98.5,67.4,Average
INT_01982,5.9,6.7,83.4,63.4,Average
INT_01983,8.1,7.4,91.2,60.5,Average
INT_01984,12.6,10.0,87.4,71.9,
INT_01985,12.9,7.9,91.4,58.9,Average
INT_01986,11.5,6.2,82.8,39.7,Struggle
INT_01987,,7.8,88.9,51.8,Average
INT_01988,11.5,7.0,96.9,54.0,Average
INT_01989,8.1,8.0,80.5,74.3,
INT_01990,11.3,8.4,77.4,54.9,Average
INT_01991,12.4,9.3,77.7,68.5,Average
INT_01992,12.3,7.5,78.6,46.9,Average
INT_01993,13.6,10.0,92.8,77.0,Excel
INT_01994,12.1,8.9,76.8,63.6,Average
INT_01995,11.1,6.4,85.6,54.1,Average
INT_01996,13.2,10.0,92.9,75.4,Excel
INT_01997,9.9,8.0,91.3,72.8,Average
INT_01998,7.4,,84.9,56.9,Average
INT_01999,9.5,10.0,89.5,88.4,Excel
INT_02000,7.8,10.0,88.9,73.3,Average
INT_02001,8.0,7.5,86.2,64.6,Average
INT_02002,9.6,6.7,86.3,56.0,Average
INT_02003,7.6,7.2,100.0,64.4,Average
INT_02004,9.1,8.6,94.5,76.0,Excel
INT_02005,4.3,9.4,100.0,83.3,Excel
INT_02006,10.6,8.4,84.0,58.5,Average
INT_02007,10.0,7.7,87.3,49.3,Average
INT_02008,7.5,9.7,77.3,83.2,Excel
INT_02009,12.0,7.0,81.5,47.5,Average
INT_02010,12.8,9.0,100.0,83.4,Excel
INT_02011,5.2,7.1,83.8,69.0,Average
INT_02012,7.7,8.1,100.0,78.2,Excel
INT_02013,7.7,7.3,78.1,54.6,Average
INT_02014,7.2,7.4,79.6,54.5,Average
INT_02015,12.5,6.9,85.3,52.0,
INT_02016,9.4,9.5,87.5,74.3,Average
INT_02017,9.2,,95.4,50.4,Average
INT_02018,4.0,6.4,91.6,58.1,Average
INT_02019,,10.0,84.7,66.0,Average
INT_02020,6.3,,86.9,87.3,Excel
INT_02021,10.2,3.9,85.4,45.4,Average
INT_02022,10.8,6.7,80.7,49.2,Average
INT_02023,14.1,4.8,80.9,29.2,Struggle
INT_02024,6.1,6.1,96.2,60.7,Average
INT_02025,2.0,2.8,73.4,30.3,Struggle
INT_02026,10.6,7.3,100.0,71.5,
INT_02027,15.4,5.8,85.3,45.4,Average
INT_02028,13.7,7.6,81.8,44.2,Struggle
INT_02029,10.6,5.1,93.9,44.3,Struggle
INT_02030,8.5,7.6,99.9,67.8,Average
INT_02031,12.4,6.9,96.9,53.0,Average
INT_02032,7.1,9.8,92.0,90.4,Excel
INT_02033,11.4,9.6,96.7,69.0,Average
INT_02034,11.5,8.7,74.3,59.7,Average
INT_02035,13.2,7.0,83.8,51.4,Average
INT_02036,18.3,10.0,80.7,55.0,Average
INT_02037,11.2,5.2,,51.5,Average
INT_02038,8.5,5.4,84.9,47.4,
INT_02039,,7.4,94.8,69.6,Average
INT_02040,4.7,10.0,92.3,82.1,Excel
INT_02041,7.9,7.2,81.1,56.2,
INT_02042,8.8,7.2,83.3,57.4,Average
INT_02043,8.4,5.3,,38.9,Struggle
INT_02044,10.5,8.9,81.8,59.2,Average
INT_02045,7.5,8.9,89.0,70.9,Average
INT_02046,13.4,8.7,81.7,62.8,Average
INT_02047,10.0,6.6,85.5,47.8,Average
INT_02048,10.0,6.4,87.6,47.7,Average
INT_02049,9.0,5.6,81.7,49.4,Average
INT_02050,10.5,7.6,80.3,46.4,Average
INT_02051,12.5,5.9,90.3,33.0,Struggle
INT_02052,7.4,5.7,81.2,47.1,Average
INT_02053,8.0,6.9,81.5,47.8,Average
INT_02054,,6.8,80.5,44.5,Struggle
INT_02055,6.0,6.7,87.4,65.4,Average
INT_02056,7.5,8.2,95.5,78.8,Excel
INT_02057,,7.6,100.0,74.6,Average
INT_02058,,7.1,82.2,54.2,Average
INT_02059,10.8,7.8,100.0,73.6,Average
INT_02060,10.6,6.0,80.0,31.9,Struggle
INT_02061,12.6,7.7,96.7,62.8,Average
INT_02062,9.6,,82.2,56.0,Average
INT_02063,11.2,5.2,81.0,33.6,Struggle
INT_02064,9.7,9.0,82.0,70.6,Average
INT_02065,10.8,6.2,87.6,39.0,Struggle
INT_02066,8.3,7.6,92.6,57.2,Average
INT_02067,2.7,,93.4,93.7,Excel
INT_02068,9.6,8.9,80.4,68.8,Average
INT_02069,14.3,7.6,80.1,47.5,Average
INT_02070,12.8,7.0,80.7,41.2,Struggle
INT_02071,12.9,8.9,87.1,67.2,Average
INT_02072,13.7,8.5,86.3,,Average
INT_02073,10.3,6.6,80.4,49.0,Average
INT_02074,10.6,6.3,,44.9,Struggle
INT_02075,8.1,4.4,100.0,46.3,Average
INT_02076,9.1,7.7,84.0,,Average
INT_02077,11.8,7.4,84.5,60.5,Average
INT_02078,13.6,9.2,92.5,64.7,Average
INT_02079,9.6,8.0,83.5,60.5,Average
INT_02080,8.6,,93.4,78.6,Excel
INT_02081,10.0,6.5,82.3,50.8,Average
INT_02082,11.8,9.2,100.0,71.3,Average
INT_02083,5.7,6.7,90.8,48.7,Average
INT_02084,3.1,8.7,83.0,86.1,Excel
INT_02085,8.3,5.3,83.3,55.3,
INT_02086,6.3,7.9,83.9,64.1,Average
INT_02087,8.5,4.5,99.0,42.4,Struggle
INT_02088,9.6,7.1,77.8,51.5,
INT_02089,8.6,8.2,82.7,63.2,Average
INT_02090,14.4,6.7,83.5,48.2,Average
INT_02091,11.0,5.9,87.9,47.0,Average
INT_02092,10.9,8.8,85.8,61.1,Average
INT_02093,11.9,7.3,76.1,40.8,Struggle
INT_02094,6.6,6.8,84.8,64.8,Average
INT_02095,13.1,7.6,87.2,56.6,Average
INT_02096,9.8,10.0,83.0,80.7,Excel
INT_02097,12.0,9.2,93.5,65.3,Average
INT_02098,6.8,9.2,95.4,92.9,Excel
INT_02099,5.3,8.2,87.4,64.0,Average
INT_02100,12.5,7.7,89.8,61.3,Average
INT_02101,11.1,3.9,70.7,12.1,Struggle
INT_02102,7.3,6.5,84.6,52.0,Average
INT_02103,7.4,6.8,96.0,73.3,Average
INT_02104,13.4,4.7,,35.9,Struggle
INT_02105,,5.8,82.1,48.8,Average
INT_02106,14.9,4.5,100.0,32.6,Struggle
INT_02107,7.3,7.4,100.0,72.2,Average
INT_02108,11.9,8.7,91.7,69.2,Average
INT_02109,9.0,9.2,97.1,85.4,Excel
INT_02110,11.8,8.1,70.2,47.8,Average
INT_02111,8.4,6.1,81.7,40.6,Struggle
INT_02112,9.5,4.6,84.2,39.4,Struggle
INT_02113,10.1,4.9,86.1,37.5,Struggle
INT_02114,7.0,5.6,84.1,43.3,Struggle
INT_02115,12.2,6.2,67.6,36.1,Struggle
INT_02116,8.5,7.3,91.1,61.8,Average
INT_02117,9.3,6.0,92.3,54.7,Average
INT_02118,7.0,8.0,100.0,71.2,Average
INT_02119,2.3,7.2,81.7,72.6,Average
INT_02120,9.4,7.5,81.0,49.8,
INT_02121,17.2,9.2,66.6,40.0,Struggle
INT_02122,,5.7,85.7,39.8,Struggle
INT_02123,9.9,8.1,95.2,77.9,Excel
INT_02124,9.2,,83.1,62.9,Average
INT_02125,10.1,7.0,100.0,68.8,Average
INT_02126,11.6,8.8,85.9,72.3,Average
INT_02127,6.5,8.8,89.2,97.0,Excel
INT_02128,13.3,6.1,77.1,37.0,Struggle
INT_02129,12.1,7.2,90.3,62.5,Average
INT_02130,12.2,7.9,72.2,55.0,Average
INT_02131,11.3,7.1,93.5,62.8,Average
INT_02132,10.1,8.4,93.8,78.8,Excel
INT_02133,12.0,7.9,98.9,62.2,Average
INT_02134,11.8,10.0,79.8,66.1,Average
INT_02135,8.9,5.2,89.3,48.5,Average
INT_02136,,7.3,92.5,63.6,Average
INT_02137,10.3,6.1,91.5,53.4,Average
INT_02138,14.6,8.4,81.1,61.2,Average
INT_02139,6.3,5.1,68.9,37.3,Struggle
INT_02140,5.6,8.0,90.8,72.4,Average
INT_02141,10.5,6.6,86.8,52.4,Average
INT_02142,10.2,6.4,83.5,48.0,Average
INT_02143,10.5,5.3,94.1,36.3,Struggle
INT_02144,10.7,6.8,87.6,49.9,Average
INT_02145,9.3,9.1,77.4,70.4,Average
INT_02146,14.5,7.5,72.5,49.5,Average
INT_02147,5.2,8.4,79.0,64.9,Average
INT_02148,7.5,10.0,100.0,82.5,Excel
INT_02149,9.7,7.9,93.8,66.5,Average
INT_02150,5.1,6.7,,53.5,Average
INT_02151,9.5,8.2,,62.4,Average
INT_02152,,6.7,86.0,32.9,Struggle
INT_02153,10.1,6.7,97.3,67.2,Average
INT_02154,10.7,5.2,84.1,36.0,Struggle
INT_02155,,8.9,,89.1,Excel
INT_02156,8.2,6.9,85.2,,Average
INT_02157,8.9,7.8,100.0,67.1,Average
INT_02158,9.0,5.9,93.9,48.3,Average
INT_02159,13.8,8.2,98.0,,Average
INT_02160,11.7,6.4,,45.1,Average
INT_02161,6.7,7.3,96.5,71.9,Average
INT_02162,10.7,8.8,85.5,61.6,Average
INT_02163,11.5,8.7,88.9,69.5,Average
INT_02164,13.4,7.5,100.0,60.5,Average
INT_02165,14.7,4.8,79.7,24.8,Struggle
INT_02166,7.0,10.0,89.6,80.4,Excel
INT_02167,7.6,10.0,91.5,83.1,Excel
INT_02168,6.2,8.6,92.2,72.9,Average
INT_02169,9.3,6.4,84.4,51.7,Average
INT_02170,11.4,7.3,100.0,62.8,
INT_02171,13.0,6.7,77.6,43.6,Struggle
INT_02172,9.8,9.4,99.7,89.7,Excel
INT_02173,9.0,7.9,97.7,69.2,Average
INT_02174,10.5,,100.0,62.9,Average
INT_02175,7.5,6.8,75.3,54.3,Average
INT_02176,16.3,9.2,81.0,53.2,Average
INT_02177,5.2,9.9,99.9,92.5,Excel
INT_02178,10.6,9.8,73.0,65.9,Average
INT_02179,16.1,8.6,75.1,49.4,Average
INT_02180,,7.1,84.1,49.5,Average
INT_02181,9.4,2.6,89.5,19.8,Struggle
INT_02182,,,100.0,75.4,Excel
INT_02183,9.5,7.5,86.5,65.0,Average
INT_02184,14.1,7.7,83.1,54.0,Average
INT_02185,3.4,,90.5,76.4,Excel
INT_02186,14.6,,91.8,42.7,Struggle
INT_02187,5.7,8.3,91.5,80.4,Excel
INT_02188,9.2,8.4,86.6,71.6,Average
INT_02189,8.7,8.5,72.4,56.1,Average
INT_02190,11.8,8.9,80.7,55.7,Average
INT_02191,5.2,8.4,99.4,80.2,Excel
INT_02192,11.4,6.9,89.5,53.3,Average
INT_02193,16.1,7.4,85.4,43.5,Struggle
INT_02194,5.9,7.6,96.9,63.8,Average
INT_02195,10.6,7.7,79.0,64.2,Average
INT_02196,8.0,9.0,,71.8,Average
INT_02197,11.3,,,65.4,
INT_02198,10.1,10.0,84.5,82.0,Excel
INT_02199,8.1,10.0,88.8,68.6,Average
INT_02200,11.5,7.6,86.5,53.8,Average
INT_02201,15.4,1.7,,0.0,Struggle
INT_02202,9.4,9.4,89.5,72.8,Average
INT_02203,12.2,,77.4,42.7,Struggle
INT_02204,6.1,6.3,89.3,68.3,Average
INT_02205,7.1,6.9,99.0,71.4,Average
INT_02206,,6.8,85.8,,Average
INT_02207,14.5,8.4,78.6,51.9,Average
INT_02208,11.1,5.2,87.0,32.9,Struggle
INT_02209,9.1,5.9,81.3,35.2,Struggle
INT_02210,10.0,8.0,92.8,57.5,Average
INT_02211,6.2,8.4,86.8,,Excel
INT_02212,11.8,8.5,100.0,69.5,Average
INT_02213,12.6,6.3,97.3,50.0,Average
INT_02214,8.6,6.0,86.8,49.6,Average
INT_02215,8.6,6.7,93.7,71.8,Average
INT_02216,10.8,7.9,84.9,54.2,Average
INT_02217,8.7,9.7,88.3,83.3,Excel
INT_02218,9.8,4.4,85.1,37.2,Struggle
INT_02219,16.3,7.2,94.1,47.4,Average
INT_02220,9.3,5.5,99.5,60.3,Average
INT_02221,8.9,5.0,94.4,56.4,Average
INT_02222,8.1,9.0,95.4,76.7,Excel
INT_02223,12.2,8.3,95.4,69.3,Average
INT_02224,9.5,8.2,92.4,70.1,Average
INT_02225,8.1,8.9,78.9,,Average
INT_02226,14.0,6.8,100.0,54.3,Average
INT_02227,14.3,6.9,100.0,49.2,Average
INT_02228,8.2,10.0,86.1,78.2,Excel
INT_02229,4.4,7.1,85.0,64.0,Average
INT_02230,13.0,8.6,92.9,68.9,Average
INT_02231,,7.5,92.4,66.0,Average
INT_02232,12.4,4.7,86.4,27.4,Struggle
INT_02233,4.1,4.4,78.0,41.1,Struggle
INT_02234,12.7,6.6,90.4,31.7,Struggle
INT_02235,6.4,9.1,92.4,78.1,Excel
INT_02236,,8.7,93.8,66.8,
INT_02237,,8.9,90.8,70.0,
INT_02238,7.1,6.0,85.8,65.2,Average
INT_02239,8.8,9.9,96.0,86.8,Excel
INT_02240,12.1,,,48.6,Average
INT_02241,10.3,7.8,84.3,50.1,Average
INT_02242,11.8,7.5,86.6,53.1,Average
INT_02243,15.9,7.2,74.0,35.1,Struggle
INT_02244,5.3,9.5,86.5,78.3,Excel
INT_02245,14.9,6.4,93.5,40.9,Struggle
INT_02246,10.3,,90.7,36.4,Struggle
INT_02247,7.3,7.5,100.0,65.2,Average
INT_02248,6.0,6.9,85.9,67.6,Average
INT_02249,9.4,,91.9,79.7,Excel
INT_02250,12.8,8.5,94.3,61.7,Average
INT_02251,9.6,6.9,100.0,62.9,Average
INT_02252,14.5,5.9,89.2,46.4,Average
INT_02253,5.6,4.7,79.6,44.6,Struggle
INT_02254,10.0,6.0,94.8,55.9,Average
INT_02255,6.2,7.7,100.0,70.8,Average
INT_02256,11.1,9.6,85.4,67.5,Average
INT_02257,12.7,9.2,94.7,71.6,Average
INT_02258,8.7,7.8,,80.8,Excel
INT_02259,2.2,7.0,96.1,85.2,
INT_02260,10.6,7.9,89.0,65.1,Average
INT_02261,11.3,6.7,82.4,49.3,Average
INT_02262,11.2,10.0,87.3,82.1,Excel
INT_02263,13.7,7.2,91.7,56.5,Average
INT_02264,,7.4,95.3,56.8,Average
INT_02265,12.0,,90.7,28.0,Struggle
INT_02266,13.6,7.2,85.0,50.4,Average
INT_02267,4.7,8.8,92.4,72.1,Average
INT_02268,11.0,5.9,94.9,45.4,
INT_02269,8.5,6.4,91.0,52.9,Average
INT_02270,9.8,8.7,81.3,63.4,Average
INT_02271,11.0,5.3,86.5,39.7,Struggle
INT_02272,8.5,9.1,95.6,76.5,Excel
INT_02273,8.0,6.7,76.9,,Average
INT_02274,10.1,6.9,71.3,44.7,Struggle
INT_02275,6.7,5.8,100.0,59.4,Average
INT_02276,6.7,8.1,92.1,65.3,Average
INT_02277,12.0,10.0,92.9,81.3,
INT_02278,6.6,8.7,79.4,66.6,Average
INT_02279,12.0,,93.9,43.8,Struggle
INT_02280,,9.2,90.2,71.1,Average
INT_02281,4.8,7.0,75.3,55.9,Average
INT_02282,8.0,9.6,99.4,81.8,Excel
INT_02283,13.6,,89.3,,Average
INT_02284,7.1,3.1,84.8,31.6,Struggle
INT_02285,8.6,6.0,85.0,63.4,
INT_02286,11.4,8.9,71.9,57.3,Average
INT_02287,12.4,7.7,92.7,62.5,Average
INT_02288,9.2,6.0,90.1,41.0,Struggle
INT_02289,8.2,6.5,86.4,51.2,Average
INT_02290,14.3,,98.2,30.6,Struggle
INT_02291,,7.4,76.9,36.5,Struggle
INT_02292,12.9,10.0,83.2,70.7,Average
INT_02293,10.3,8.7,81.2,69.6,Average
INT_02294,7.6,10.0,85.8,82.9,Excel
INT_02295,7.5,8.8,88.5,73.2,Average
INT_02296,11.6,9.0,91.4,65.6,Average
INT_02297,11.3,10.0,85.2,79.2,Excel
INT_02298,14.2,8.1,81.0,62.5,Average
INT_02299,12.0,7.2,100.0,61.1,Average
INT_02300,5.5,9.0,100.0,91.9,Excel
INT_02301,13.2,9.7,89.1,70.9,Average
INT_02302,7.0,6.8,81.9,61.8,Average
INT_02303,8.8,,99.8,,Average
INT_02304,10.8,7.7,76.4,50.5,Average
INT_02305,16.0,8.7,85.3,56.6,Average
INT_02306,19.3,8.7,82.4,52.2,Average
INT_02307,11.8,5.4,78.7,31.4,Struggle
INT_02308,9.5,,85.8,65.7,Average
INT_02309,11.6,6.5,81.1,43.1,Struggle
INT_02310,12.7,7.1,88.1,57.1,Average
INT_02311,9.0,6.1,88.2,43.6,Struggle
INT_02312,15.4,10.0,83.0,56.6,Average
INT_02313,10.7,7.9,85.0,60.0,Average
INT_02314,11.5,6.2,86.2,46.1,Average
INT_02315,12.0,8.8,94.5,71.5,Average
INT_02316,11.3,8.7,86.8,57.6,Average
INT_02317,12.5,7.2,94.6,54.4,Average
INT_02318,8.1,8.8,92.7,81.7,Excel
INT_02319,,6.3,92.6,50.5,Average
INT_02320,6.7,6.8,99.1,75.9,
INT_02321,11.3,4.5,79.0,25.1,Struggle
INT_02322,12.3,5.5,84.2,43.7,Struggle
INT_02323,11.4,10.0,100.0,78.9,Excel
INT_02324,15.0,,85.9,58.9,Average
INT_02325,10.0,7.6,65.5,45.2,Average
INT_02326,12.0,10.0,86.4,75.0,Excel
INT_02327,6.7,,89.1,65.5,Average
INT_02328,8.8,7.1,67.1,,Average
INT_02329,12.1,7.6,,69.9,Average
INT_02330,12.5,7.3,82.3,43.4,Struggle
INT_02331,9.1,7.2,90.6,53.8,Average
INT_02332,9.8,9.2,86.2,63.9,Average
INT_02333,5.4,7.7,77.7,60.1,Average
INT_02334,8.9,8.6,79.4,70.8,Average
INT_02335,12.7,9.0,80.5,,Average
INT_02336,11.7,8.1,96.7,62.0,Average
INT_02337,11.5,6.0,86.8,45.8,Average
INT_02338,10.1,5.5,83.8,50.8,
INT_02339,10.0,7.7,80.5,67.7,Average
INT_02340,8.0,7.2,97.6,68.9,Average
INT_02341,12.1,7.6,99.7,48.0,Average
INT_02342,11.3,7.5,97.5,63.9,Average
INT_02343,11.5,10.0,91.9,81.5,Excel
INT_02344,8.4,5.5,90.3,,Average
INT_02345,3.5,4.5,78.3,51.1,Average
INT_02346,13.3,8.0,,57.2,Average
INT_02347,8.6,6.9,82.5,48.9,Average
INT_02348,7.4,8.0,,55.4,Average
INT_02349,12.1,8.4,96.5,64.4,Average
INT_02350,8.8,9.4,82.4,78.4,Excel
INT_02351,13.2,5.2,97.6,38.4,Struggle
INT_02352,11.9,6.7,95.1,56.5,Average
INT_02353,12.1,8.1,92.5,64.1,Average
INT_02354,5.9,8.7,92.9,87.9,Excel
INT_02355,13.6,10.0,83.1,66.6,Average
INT_02356,10.8,8.9,100.0,65.0,Average
INT_02357,8.9,7.4,88.3,65.3,Average
INT_02358,10.4,6.2,90.4,62.8,Average
INT_02359,4.7,6.7,,66.1,Average
INT_02360,11.2,6.6,80.6,42.5,Struggle
INT_02361,6.9,8.5,91.8,69.1,Average
INT_02362,5.9,7.9,89.7,66.6,Average
INT_02363,5.4,5.5,81.7,63.1,Average
INT_02364,13.3,6.8,76.5,40.0,Struggle
INT_02365,8.1,8.8,77.8,,Average
INT_02366,14.6,8.0,97.6,58.3,Average
INT_02367,8.4,8.4,83.1,64.5,Average
INT_02368,4.9,8.1,85.3,81.7,Excel
INT_02369,6.7,9.9,99.6,84.5,Excel
INT_02370,13.7,7.9,79.0,56.0,Average
INT_02371,9.5,6.9,82.2,54.1,Average
INT_02372,8.4,6.1,81.8,56.9,Average
INT_02373,10.5,7.9,100.0,76.8,Excel
INT_02374,11.5,3.8,100.0,38.3,Struggle
INT_02375,13.4,7.2,94.0,52.4,Average
INT_02376,14.3,7.2,94.3,52.4,Average
INT_02377,8.9,,,44.6,Struggle
INT_02378,6.0,6.1,100.0,55.8,
INT_02379,8.8,8.7,90.1,80.6,
INT_02380,10.8,7.8,94.8,65.7,Average
INT_02381,7.1,7.7,87.2,59.9,Average
INT_02382,7.1,8.0,85.9,56.2,Average
INT_02383,11.0,7.6,100.0,52.3,Average
INT_02384,9.9,9.4,92.3,79.7,Excel
INT_02385,10.1,7.7,99.6,63.8,Average
INT_02386,7.7,5.3,,47.9,Average
INT_02387,,9.9,81.2,77.1,Excel
INT_02388,7.2,8.1,83.3,,Average
INT_02389,12.7,6.6,88.8,51.5,Average
INT_02390,,5.6,83.0,37.9,Struggle
INT_02391,,8.1,79.1,70.0,Average
INT_02392,7.2,7.3,97.6,60.9,Average
INT_02393,,9.9,,78.6,Excel
INT_02394,8.0,7.0,89.1,64.2,
INT_02395,9.7,6.2,90.4,49.0,Average
INT_02396,,8.8,83.3,82.3,Excel
INT_02397,7.2,8.9,99.6,94.7,Excel
INT_02398,7.0,7.8,79.1,66.5,Average
INT_02399,10.6,8.5,90.1,75.0,Average
INT_02400,10.2,7.4,90.0,,Average
INT_02401,,7.9,87.6,63.5,Average
INT_02402,10.5,9.2,77.6,66.1,Average
INT_02403,8.4,8.4,95.0,84.8,Excel
INT_02404,9.2,7.2,93.9,60.1,Average
INT_02405,15.0,9.5,82.6,54.6,Average
INT_02406,14.0,4.0,93.7,23.5,Struggle
INT_02407,6.1,10.0,91.0,85.7,Excel
INT_02408,12.5,4.9,77.8,25.4,Struggle
INT_02409,12.4,,81.2,53.6,Average
INT_02410,6.6,7.4,97.1,72.8,Average
INT_02411,12.5,7.3,90.5,59.9,Average
INT_02412,,9.0,83.5,56.4,Average
INT_02413,6.6,5.9,81.1,45.6,Average
INT_02414,7.2,7.9,,58.6,Average
INT_02415,,6.6,84.4,40.3,Struggle
INT_02416,10.8,7.9,81.2,59.3,Average
INT_02417,11.7,7.4,74.1,50.8,Average
