Campaign_ID,Page_Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate,Company,Campaign_Type,Target_Audience,Duration,channels,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,,Date,profit margin
536,7,1.981193835,0.246013043,Direct,3.733268039,3,1,NexGen Systems,Search,Men 18-24,30 days,YouTube,0.03,"$9,710.00",6.11,Chicago,French,775,1378,6,Foodies,20/06/2021,Profit
537,6,1.209010553,0.049225381,Paid,3.096045273,1,1,DataTech Solutions,Display,Women 35-44,30 days,Facebook,0.06,"$11,135.00",5.55,Los Angeles,German,158,9372,5,Tech Enthusiasts,21/06/2021,Profit
538,8,0.600836954,0.364635548,Paid,2.567608101,3,1,Innovate Industries,Search,All Ages,15 days,YouTube,0.02,"$18,860.00",5.67,Miami,Spanish,581,1624,9,Health & Wellness,22/06/2021,Profit
539,4,0.84093673,0.161348492,Organic,9.548385899,2,1,NexGen Systems,Influencer,Women 35-44,60 days,Google Ads,0.13,"$9,642.00",5.04,Los Angeles,French,745,1803,8,Outdoor Adventurers,23/06/2021,Profit
540,3,5.366573797,0.098747475,Paid,3.387571947,2,1,NexGen Systems,Social Media,Men 25-34,15 days,Instagram,0.07,"$9,225.00",7.88,Los Angeles,Mandarin,837,1454,4,Tech Enthusiasts,24/06/2021,Profit
541,0,2.858942023,0.67788403,Social,4.182923861,1,0.937683641,DataTech Solutions,Search,Women 25-34,30 days,Google Ads,0.07,"$12,493.00",6.26,Chicago,Mandarin,265,1716,1,Foodies,25/06/2021,Profit
542,4,7.334023097,0.474198195,Organic,4.123284819,0,1,DataTech Solutions,Email,Women 25-34,45 days,Email,0.12,"$14,740.00",2.29,Chicago,Spanish,941,4716,2,Fashionistas,26/06/2021,Loss
543,1,0.791773406,0.245653377,Direct,2.063405403,1,0.710341078,TechCorp,Search,All Ages,60 days,YouTube,0.05,"$17,300.00",6.46,New York,German,517,4930,1,Health & Wellness,27/06/2021,Profit
544,4,0.387384129,0.622614116,Direct,0.421250361,1,0.714383971,TechCorp,Email,Men 25-34,30 days,Instagram,0.13,"$7,787.00",2.79,New York,Spanish,403,9196,5,Health & Wellness,28/06/2021,Loss
545,3,0.018318407,0.091171912,Paid,9.033040065,1,1,NexGen Systems,Display,Men 18-24,60 days,Email,0.06,"$7,865.00",3.61,Houston,Mandarin,905,8601,5,Foodies,29/06/2021,Loss
546,5,2.126988571,0.21443791,Organic,2.299828638,7,1,TechCorp,Email,Men 18-24,15 days,YouTube,0.13,"$14,184.00",2.02,New York,Mandarin,761,3562,4,Health & Wellness,30/06/2021,Loss
547,6,19.14363617,0.296693145,Organic,4.02973372,2,1,NexGen Systems,Influencer,Men 18-24,60 days,Google Ads,0.07,"$10,088.00",5.79,New York,Mandarin,921,9943,10,Fashionistas,01/07/2021,Profit
548,6,3.561988908,0.425551826,Organic,9.397374059,3,1,NexGen Systems,Search,All Ages,15 days,Instagram,0.14,"$6,341.00",7.89,New York,French,457,2621,3,Foodies,02/07/2021,Profit
549,4,1.106219117,0.318214031,Organic,2.125564079,4,0.911939428,TechCorp,Influencer,Women 35-44,30 days,Email,0.11,"$16,691.00",6.12,Miami,English,430,5430,7,Tech Enthusiasts,03/07/2021,Profit
550,4,6.283265558,0.208292662,Paid,2.702707577,2,1,NexGen Systems,Email,Women 35-44,15 days,Website,0.05,"$5,279.00",7.26,Los Angeles,English,973,1947,2,Outdoor Adventurers,04/07/2021,Profit
551,5,4.565961053,0.066625058,Organic,7.329865601,1,1,NexGen Systems,Email,Women 25-34,30 days,Website,0.14,"$13,778.00",3.57,Houston,Mandarin,129,2538,4,Tech Enthusiasts,05/07/2021,Loss
552,1,0.046605645,0.26771831,Referral,1.950059613,0,1,Alpha Innovations,Influencer,Men 25-34,60 days,Email,0.1,"$16,094.00",5.65,Chicago,Spanish,698,2868,3,Fashionistas,06/07/2021,Profit
553,9,5.092521046,0.137906576,Organic,1.185222484,2,1,Innovate Industries,Email,Women 25-34,30 days,Email,0.04,"$16,512.00",2.81,Chicago,English,588,4161,10,Fashionistas,07/07/2021,Loss
554,7,1.072283213,0.097396061,Organic,0.662854192,2,1,Alpha Innovations,Email,Men 18-24,30 days,Google Ads,0.05,"$7,247.00",7.85,Chicago,German,141,6235,4,Fashionistas,08/07/2021,Profit
555,5,0.486404532,0.298528424,Paid,15.27774418,2,1,NexGen Systems,Influencer,All Ages,15 days,Email,0.02,"$5,244.00",5.29,Chicago,German,416,3785,9,Tech Enthusiasts,09/07/2021,Profit
556,4,0.769832815,0.261426453,Direct,8.675913616,6,1,Innovate Industries,Email,Women 35-44,30 days,Facebook,0.15,"$14,082.00",7.44,Miami,Spanish,655,9066,2,Outdoor Adventurers,10/07/2021,Profit
557,5,1.896606725,0.175444492,Referral,0.218927192,1,1,TechCorp,Social Media,Men 18-24,60 days,Email,0.11,"$17,786.00",5.89,Los Angeles,English,557,9866,5,Foodies,11/07/2021,Profit
558,4,1.659466718,0.560390961,Paid,5.42036866,4,1,Innovate Industries,Influencer,Men 18-24,15 days,Facebook,0.08,"$19,714.00",3.57,Miami,Spanish,411,2211,3,Foodies,12/07/2021,Loss
559,1,1.022773055,0.315658745,Social,9.181610398,2,1,Innovate Industries,Display,Men 25-34,60 days,Instagram,0.03,"$6,582.00",3.1,Chicago,German,750,5588,7,Health & Wellness,13/07/2021,Loss
560,3,0.567017501,0.085366136,Referral,3.098959491,0,1,Innovate Industries,Email,All Ages,60 days,Google Ads,0.1,"$16,574.00",4.82,Miami,English,260,2996,10,Fashionistas,14/07/2021,Loss
561,7,4.30936434,0.211630209,Social,2.375374489,4,1,TechCorp,Email,All Ages,60 days,Email,0.1,"$18,996.00",3.12,Los Angeles,Spanish,890,8676,4,Health & Wellness,15/07/2021,Loss
562,6,13.8486278,0.590171274,Organic,2.516002091,2,1,Alpha Innovations,Influencer,Women 25-34,30 days,Instagram,0.12,"$13,107.00",4.87,Miami,German,340,6394,2,Tech Enthusiasts,16/07/2021,Loss
563,10,4.512418532,0.442885423,Social,8.286734015,2,1,Alpha Innovations,Influencer,Men 25-34,15 days,Website,0.09,"$5,801.00",7.42,New York,French,714,2288,2,Health & Wellness,17/07/2021,Profit
564,4,1.052662177,0.729019064,Organic,1.569542784,3,0.807464482,TechCorp,Influencer,Men 18-24,15 days,Google Ads,0.09,"$8,660.00",6.38,Los Angeles,Spanish,172,9548,2,Outdoor Adventurers,18/07/2021,Profit
565,5,0.842353591,0.305069468,Direct,1.597971773,1,1,Innovate Industries,Display,Women 35-44,30 days,Website,0.13,"$9,283.00",2.18,Houston,Spanish,363,6711,1,Health & Wellness,19/07/2021,Loss
566,6,0.736420084,0.323991658,Organic,1.57907885,0,0.906455951,Alpha Innovations,Influencer,All Ages,60 days,Instagram,0.1,"$12,002.00",6.53,Houston,German,876,6554,7,Health & Wellness,20/07/2021,Profit
567,6,0.440961955,0.200035989,Direct,0.126678625,0,0.741635884,NexGen Systems,Display,All Ages,15 days,Website,0.08,"$12,929.00",4.64,Los Angeles,Spanish,605,4566,7,Tech Enthusiasts,21/07/2021,Loss
568,8,2.40440656,0.381602221,Direct,2.454699278,4,1,TechCorp,Search,Men 25-34,45 days,Google Ads,0.12,"$16,013.00",4.75,Chicago,German,727,1353,9,Outdoor Adventurers,22/07/2021,Loss
569,4,2.789650884,0.138160317,Organic,7.519666599,3,1,Alpha Innovations,Search,All Ages,15 days,Google Ads,0.08,"$6,640.00",4.53,Miami,English,508,2900,6,Outdoor Adventurers,23/07/2021,Loss
570,3,3.667455931,0.06221773,Direct,4.517620226,1,1,DataTech Solutions,Email,Men 25-34,60 days,Instagram,0.05,"$12,075.00",2.84,Houston,Mandarin,261,8859,3,Outdoor Adventurers,24/07/2021,Loss
571,3,3.420303869,0.384800642,Organic,4.973141644,0,1,Alpha Innovations,Email,All Ages,60 days,Google Ads,0.12,"$5,236.00",6.38,Miami,Spanish,444,4623,10,Foodies,25/07/2021,Profit
572,9,1.037346224,0.529709955,Organic,4.086094249,0,1,NexGen Systems,Social Media,All Ages,45 days,Google Ads,0.13,"$18,195.00",6.35,Chicago,English,629,2473,10,Health & Wellness,26/07/2021,Profit
573,7,1.202825585,0.128679362,Paid,2.762675601,1,1,DataTech Solutions,Social Media,Women 35-44,60 days,YouTube,0.06,"$12,557.00",6.76,Houston,English,348,5800,6,Health & Wellness,27/07/2021,Profit
574,2,3.432535327,0.168942374,Direct,2.86858136,0,1,TechCorp,Social Media,Women 35-44,30 days,Email,0.04,"$12,024.00",7.03,Miami,English,971,7660,3,Health & Wellness,28/07/2021,Profit
575,2,1.289800481,0.315384982,Paid,4.169699529,2,1,NexGen Systems,Influencer,Men 25-34,15 days,Facebook,0.08,"$13,831.00",5.76,Los Angeles,French,133,2508,6,Fashionistas,29/07/2021,Profit
576,4,0.717145055,0.608597859,Paid,2.168847911,1,1,NexGen Systems,Display,All Ages,15 days,Instagram,0.04,"$14,207.00",2.87,Houston,English,952,7391,10,Outdoor Adventurers,30/07/2021,Loss
577,6,1.406826117,0.035645664,Referral,1.467398688,3,1,Innovate Industries,Email,Men 18-24,45 days,Instagram,0.14,"$10,698.00",5.45,Houston,Spanish,593,8788,8,Tech Enthusiasts,31/07/2021,Profit
578,9,0.952709516,0.087556538,Direct,2.348153776,3,1,NexGen Systems,Display,All Ages,60 days,Google Ads,0.02,"$7,321.00",2.21,Chicago,English,897,5065,9,Health & Wellness,01/08/2021,Loss
579,11,0.277374731,0.363312482,Social,1.007076825,0,0.852436495,TechCorp,Email,Women 25-34,30 days,Email,0.12,"$5,070.00",3.7,New York,German,934,3769,4,Tech Enthusiasts,02/08/2021,Loss
580,4,5.318322744,0.326318155,Organic,1.677029166,3,1,Innovate Industries,Email,Men 25-34,45 days,Website,0.09,"$8,417.00",7.54,Miami,English,594,8142,3,Health & Wellness,03/08/2021,Profit
581,7,5.754242186,0.027053411,Organic,6.638585688,2,1,DataTech Solutions,Social Media,Men 18-24,15 days,Email,0.09,"$12,149.00",7.66,Chicago,Mandarin,155,1790,2,Outdoor Adventurers,04/08/2021,Profit
582,7,0.744423848,0.337420988,Organic,2.718704156,2,1,Alpha Innovations,Influencer,Men 25-34,60 days,Instagram,0.05,"$18,733.00",2.55,Los Angeles,French,213,4768,3,Outdoor Adventurers,05/08/2021,Loss
583,3,0.200895427,0.224216548,Referral,4.061434729,2,1,TechCorp,Influencer,Men 25-34,45 days,Google Ads,0.13,"$13,282.00",5.03,Los Angeles,English,433,6849,9,Health & Wellness,06/08/2021,Profit
584,7,4.027721792,0.13911705,Organic,4.541280781,5,1,TechCorp,Search,Women 25-34,15 days,Website,0.07,"$5,027.00",6.02,Los Angeles,Mandarin,956,3644,9,Tech Enthusiasts,07/08/2021,Profit
585,5,0.712977532,0.088319812,Organic,3.315598387,4,1,DataTech Solutions,Social Media,Men 18-24,15 days,Facebook,0.14,"$14,540.00",5.97,Chicago,Spanish,454,4981,6,Tech Enthusiasts,08/08/2021,Profit
586,2,1.499832573,0.196632147,Social,5.935198757,2,1,DataTech Solutions,Search,All Ages,15 days,Email,0.08,"$10,905.00",3.97,Los Angeles,English,392,8196,1,Health & Wellness,09/08/2021,Loss
587,9,0.19885294,0.311858452,Organic,1.938400727,5,1,DataTech Solutions,Display,Women 25-34,60 days,Website,0.06,"$16,970.00",7.05,Houston,English,305,6899,3,Health & Wellness,10/08/2021,Profit
588,6,0.7695953,0.287652664,Paid,4.189476221,1,1,DataTech Solutions,Email,Men 25-34,60 days,Google Ads,0.05,"$14,910.00",5.27,Chicago,Spanish,187,8782,2,Outdoor Adventurers,11/08/2021,Profit
589,3,4.723693535,0.439439346,Organic,1.315052517,1,1,TechCorp,Email,All Ages,45 days,YouTube,0.09,"$12,528.00",6.38,Houston,Mandarin,607,6861,7,Foodies,12/08/2021,Profit
590,6,4.894996069,0.155536024,Organic,0.229859754,2,1,NexGen Systems,Email,Men 25-34,15 days,YouTube,0.04,"$18,796.00",6.2,New York,German,530,3022,5,Fashionistas,13/08/2021,Profit
591,3,0.69611709,0.279358116,Organic,1.84650737,2,1,DataTech Solutions,Social Media,All Ages,60 days,Email,0.09,"$14,635.00",2.71,Miami,French,177,2151,10,Foodies,14/08/2021,Loss
592,2,1.22803016,0.59475389,Paid,2.86015828,0,0.857522498,DataTech Solutions,Display,Men 25-34,60 days,YouTube,0.02,"$8,562.00",7.83,Houston,German,117,9814,3,Tech Enthusiasts,15/08/2021,Profit
593,8,0.432437157,0.077719754,Social,1.398357618,2,0.343664589,TechCorp,Social Media,Men 25-34,60 days,Instagram,0.08,"$18,690.00",5.47,Miami,Mandarin,598,5556,8,Outdoor Adventurers,16/08/2021,Profit
594,4,0.231202463,0.259273096,Organic,9.031336937,1,1,Innovate Industries,Email,Women 35-44,30 days,Website,0.12,"$11,229.00",7,Los Angeles,French,145,1535,8,Fashionistas,17/08/2021,Profit
595,5,14.55003526,0.239397829,Organic,2.962171481,2,1,Alpha Innovations,Influencer,All Ages,45 days,YouTube,0.03,"$8,633.00",4.47,Los Angeles,French,819,5487,8,Fashionistas,18/08/2021,Loss
596,4,3.19780183,0.245629467,Social,5.103537226,0,1,DataTech Solutions,Display,Women 35-44,30 days,Instagram,0.02,"$11,529.00",2.43,Los Angeles,Mandarin,881,2105,4,Outdoor Adventurers,19/08/2021,Loss
597,3,2.343290508,0.149166535,Social,7.753619465,3,1,Alpha Innovations,Influencer,All Ages,30 days,Website,0.02,"$13,763.00",3.87,New York,English,626,5983,3,Outdoor Adventurers,20/08/2021,Loss
598,4,4.350879889,0.228274051,Social,3.355275997,3,1,TechCorp,Social Media,All Ages,30 days,Google Ads,0.08,"$13,348.00",5.08,Miami,French,303,5330,7,Tech Enthusiasts,21/08/2021,Profit
599,3,5.499191484,0.540085384,Direct,1.943676716,2,1,TechCorp,Influencer,Men 18-24,45 days,Email,0.1,"$17,808.00",5.38,Chicago,Mandarin,667,8500,6,Tech Enthusiasts,22/08/2021,Profit
600,11,4.930764886,0.406959852,Social,1.177187519,0,1,DataTech Solutions,Influencer,Men 18-24,30 days,YouTube,0.12,"$5,680.00",6.01,Chicago,English,209,8713,7,Fashionistas,23/08/2021,Profit
601,6,0.050033259,0.590495513,Paid,0.682661987,1,0.867616219,Innovate Industries,Social Media,Women 25-34,45 days,Email,0.04,"$9,893.00",6.7,Los Angeles,French,425,3307,5,Tech Enthusiasts,24/08/2021,Profit
602,5,0.620363729,0.442881542,Social,5.447255671,3,1,TechCorp,Social Media,Men 25-34,30 days,Google Ads,0.02,"$18,741.00",2.01,Miami,German,438,6714,7,Tech Enthusiasts,25/08/2021,Loss
603,5,3.191809239,0.245295603,Paid,5.882262926,1,1,TechCorp,Social Media,Men 18-24,45 days,Facebook,0.09,"$13,305.00",2.94,Houston,English,722,6088,9,Outdoor Adventurers,26/08/2021,Loss
604,5,1.413657973,0.264205838,Organic,7.975180224,4,1,NexGen Systems,Social Media,Men 25-34,45 days,Facebook,0.04,"$16,791.00",6.45,New York,French,803,9693,5,Foodies,27/08/2021,Profit
605,3,12.13369056,0.544289802,Organic,7.04402132,1,1,TechCorp,Search,Men 18-24,15 days,Google Ads,0.01,"$7,349.00",7.84,Los Angeles,English,434,1064,2,Health & Wellness,28/08/2021,Profit
606,6,3.284501442,0.134096096,Organic,9.70128077,1,1,DataTech Solutions,Email,All Ages,30 days,Website,0.02,"$15,672.00",3.2,New York,German,609,1193,7,Fashionistas,29/08/2021,Loss
607,4,9.408357936,0.201210728,Organic,5.91338323,2,1,NexGen Systems,Search,All Ages,60 days,Instagram,0.02,"$15,366.00",6.98,Miami,English,866,5856,9,Health & Wellness,30/08/2021,Profit
608,5,0.67485987,0.325353689,Organic,3.78541993,2,1,TechCorp,Search,Men 25-34,30 days,Website,0.06,"$8,497.00",6.7,Chicago,French,574,1948,10,Fashionistas,31/08/2021,Profit
609,3,5.98435342,0.216508742,Organic,2.255782293,2,1,TechCorp,Social Media,Women 35-44,15 days,Email,0.07,"$10,770.00",5.86,Miami,Mandarin,954,6924,4,Tech Enthusiasts,01/09/2021,Profit
610,7,1.162959438,0.282316247,Social,3.034358557,3,0.897896538,DataTech Solutions,Display,All Ages,15 days,Facebook,0.06,"$5,325.00",5.01,Chicago,French,960,2859,8,Health & Wellness,02/09/2021,Profit
611,3,13.68771409,0.186555115,Direct,3.320067856,3,1,Alpha Innovations,Email,Women 25-34,45 days,Google Ads,0.04,"$8,772.00",6.85,Los Angeles,Spanish,584,7334,2,Health & Wellness,03/09/2021,Profit
612,6,0.514816755,0.234838612,Paid,8.782333224,2,1,Alpha Innovations,Email,Men 18-24,15 days,Website,0.11,"$10,653.00",3.95,Miami,Spanish,670,2367,2,Fashionistas,04/09/2021,Loss
613,7,2.179118172,0.095631588,Social,7.198770264,2,1,TechCorp,Social Media,All Ages,45 days,YouTube,0.02,"$9,676.00",7.52,New York,German,575,9944,2,Outdoor Adventurers,05/09/2021,Profit
614,1,4.72285717,0.216856988,Organic,1.620715678,1,1,Alpha Innovations,Display,Men 18-24,45 days,Instagram,0.13,"$11,347.00",3.1,Houston,Spanish,430,7632,2,Tech Enthusiasts,06/09/2021,Loss
615,6,1.700296885,0.2765028,Direct,4.216836409,1,1,DataTech Solutions,Influencer,Men 18-24,15 days,Instagram,0.02,"$9,661.00",6.68,New York,German,690,4424,3,Tech Enthusiasts,07/09/2021,Profit
616,4,1.89380943,0.218600291,Paid,5.191202248,1,1,TechCorp,Influencer,Men 25-34,15 days,Facebook,0.05,"$17,881.00",6.01,Los Angeles,English,289,7005,8,Foodies,08/09/2021,Profit
617,2,12.88332128,0.136830957,Organic,4.800778579,0,1,NexGen Systems,Search,Women 25-34,30 days,YouTube,0.06,"$17,440.00",6.66,Miami,English,140,7641,8,Foodies,09/09/2021,Profit
618,2,1.661763886,0.243966451,Organic,2.432419124,2,1,TechCorp,Display,Men 18-24,30 days,Website,0.08,"$7,053.00",7.12,Chicago,French,492,1731,8,Tech Enthusiasts,10/09/2021,Profit
619,5,2.77956947,0.155776394,Organic,3.19510358,3,1,TechCorp,Influencer,All Ages,45 days,Google Ads,0.14,"$7,803.00",6.58,New York,English,533,5832,2,Foodies,11/09/2021,Profit
620,5,0.168250016,0.117039081,Organic,6.408842255,3,1,Alpha Innovations,Social Media,Women 35-44,45 days,Instagram,0.11,"$6,994.00",3.89,Miami,Spanish,816,8407,8,Tech Enthusiasts,12/09/2021,Loss
621,3,5.539472257,0.375354137,Organic,2.556478474,4,1,NexGen Systems,Influencer,Women 25-34,45 days,Instagram,0.14,"$18,943.00",7.01,Los Angeles,German,607,6262,9,Tech Enthusiasts,13/09/2021,Profit
622,5,3.133804888,0.079136736,Organic,1.389461929,4,1,TechCorp,Email,Women 35-44,15 days,Website,0.11,"$7,562.00",4.04,Miami,English,670,8428,8,Tech Enthusiasts,14/09/2021,Loss
623,11,1.552645026,0.204943372,Organic,5.118529117,1,1,Alpha Innovations,Email,All Ages,15 days,Email,0.09,"$7,740.00",7.54,Chicago,Spanish,899,5144,6,Tech Enthusiasts,15/09/2021,Profit
624,2,0.04890508,0.288039924,Organic,3.020125557,6,1,Alpha Innovations,Social Media,All Ages,15 days,Facebook,0.11,"$11,783.00",3.07,Miami,Spanish,836,4782,7,Foodies,16/09/2021,Loss
625,6,2.687030159,0.345330234,Direct,6.903995903,3,1,DataTech Solutions,Social Media,All Ages,15 days,Website,0.02,"$12,132.00",5.25,Houston,Spanish,435,1192,10,Outdoor Adventurers,17/09/2021,Profit
626,5,0.038215864,0.683238418,Organic,3.412665935,1,0.705522655,TechCorp,Search,Men 25-34,30 days,YouTube,0.14,"$5,430.00",3.12,New York,French,214,3572,8,Tech Enthusiasts,18/09/2021,Loss
627,3,0.003613017,0.343929208,Organic,0.102908269,2,0.650699634,Alpha Innovations,Search,All Ages,30 days,Email,0.05,"$12,047.00",6.47,Chicago,Mandarin,441,5779,3,Tech Enthusiasts,19/09/2021,Profit
628,4,2.872108295,0.077237151,Referral,4.044414241,4,1,NexGen Systems,Social Media,Men 18-24,60 days,Instagram,0.05,"$15,691.00",7.06,Miami,French,238,3959,1,Tech Enthusiasts,20/09/2021,Profit
629,10,0.62852481,0.369448089,Social,4.393643437,2,1,NexGen Systems,Email,Women 25-34,45 days,Facebook,0.1,"$15,132.00",4.96,Miami,Mandarin,129,9551,7,Foodies,21/09/2021,Loss
630,1,0.639162177,0.452196543,Organic,7.167126058,2,1,Innovate Industries,Email,Women 35-44,15 days,YouTube,0.11,"$13,380.00",6.12,Houston,German,173,4397,3,Outdoor Adventurers,22/09/2021,Profit
631,8,3.177640248,0.269267353,Social,1.746011434,1,1,DataTech Solutions,Influencer,All Ages,15 days,YouTube,0.01,"$5,770.00",2.43,Los Angeles,French,308,3307,5,Tech Enthusiasts,23/09/2021,Loss
632,3,0.165577992,0.225758026,Organic,2.236010886,0,0.83357028,NexGen Systems,Influencer,Men 18-24,45 days,Email,0.13,"$8,500.00",2.67,New York,German,712,4849,1,Foodies,24/09/2021,Loss
633,5,1.128034494,0.277988429,Organic,1.797174379,1,1,TechCorp,Email,Men 25-34,15 days,Google Ads,0.13,"$18,453.00",4.76,Miami,Mandarin,187,5032,10,Fashionistas,25/09/2021,Loss
634,4,0.485552407,0.355630988,Organic,6.830538607,1,1,NexGen Systems,Social Media,Men 18-24,30 days,Facebook,0.02,"$19,030.00",5.63,Miami,German,825,6146,2,Fashionistas,26/09/2021,Profit
635,11,2.603761752,0.417402902,Referral,1.228754813,5,1,Alpha Innovations,Search,Men 18-24,60 days,Instagram,0.14,"$9,833.00",2.46,Chicago,Mandarin,131,9105,10,Fashionistas,27/09/2021,Loss
636,3,3.252044449,0.261752995,Organic,5.245660068,1,1,NexGen Systems,Email,All Ages,45 days,Website,0.04,"$11,581.00",4.25,Miami,French,903,9090,2,Health & Wellness,28/09/2021,Loss
637,4,3.831091639,0.390195532,Referral,1.652763706,2,1,Alpha Innovations,Search,All Ages,45 days,Google Ads,0.04,"$12,573.00",4.41,Miami,French,483,9896,3,Outdoor Adventurers,29/09/2021,Loss
638,3,0.884044401,0.069617784,Organic,3.220612641,1,0.919122055,Innovate Industries,Search,All Ages,30 days,Google Ads,0.07,"$9,517.00",4.18,Houston,Spanish,794,9710,8,Tech Enthusiasts,30/09/2021,Loss
639,3,0.280459711,0.173834387,Referral,0.743051374,4,1,TechCorp,Search,Men 18-24,45 days,Facebook,0.12,"$7,672.00",3.55,Houston,French,344,6487,4,Fashionistas,01/10/2021,Loss
640,8,0.245855472,0.18607011,Organic,4.98970283,2,1,Alpha Innovations,Email,Men 25-34,45 days,Email,0.03,"$10,127.00",7.04,Miami,German,938,9741,2,Tech Enthusiasts,02/10/2021,Profit
641,1,1.666169818,0.091668958,Paid,2.892379178,1,1,Innovate Industries,Social Media,All Ages,45 days,Email,0.14,"$16,265.00",4.22,New York,English,588,5299,6,Fashionistas,03/10/2021,Loss
642,5,8.747682185,0.281932058,Paid,5.634663643,1,1,NexGen Systems,Influencer,All Ages,15 days,Email,0.08,"$12,399.00",3.65,Chicago,French,423,7396,9,Tech Enthusiasts,04/10/2021,Loss
643,7,0.736662285,0.333314111,Referral,4.910241559,1,1,Innovate Industries,Social Media,Men 18-24,15 days,Google Ads,0.06,"$10,179.00",5.29,Miami,Spanish,102,4930,8,Fashionistas,05/10/2021,Profit
644,3,0.890134552,0.519842489,Organic,2.326734227,4,1,Alpha Innovations,Social Media,Men 25-34,30 days,YouTube,0.02,"$18,123.00",3.83,Houston,English,307,1468,10,Fashionistas,06/10/2021,Loss
645,7,0.319045685,0.26552452,Social,1.710609349,3,1,NexGen Systems,Influencer,Men 25-34,60 days,Email,0.05,"$5,481.00",4.71,Miami,German,496,9383,3,Fashionistas,07/10/2021,Loss
